school_code,concertado_status
29500861,No
29007093,No
29015892,No
29701131,No
29016884,No
29501041,No
29007111,No
29018741,No
29007688,No
29501014,No
29007135,No
29500071,No
29007202,Sí
29018066,No
29012581,No
29602384,No
29015661,No
29006635,No
29018443,No
29009961,No
29007184,No
29011643,No
29010961,No
29007238,No
29710016,No
29007241,No
29007214,No
29019940,No
29006866,No
29017955,No
29004158,No
29500563,No
29009879,No
29007263,No
29601963,No
29000396,No
29500137,No
29602530,No
29007354,No
29015983,No
29700761,No
29500745,No
29601586,No
29007421,No
29016525,No
29701261,No
29500010,No
29002320,No
29000153,No
29012118,No
29016793,No
29012571,No
29008644,No
29018388,No
29016926,No
29017131,No
29016291,No
29012337,No
29016732,No
29019034,No
29006258,No
29602271,No
29007585,No
29015995,No
29002599,No
29700059,No
29500125,No
29007639,No
29016550,No
29018716,No
29500320,No
29019851,No
29007986,Sí
29007822,Sí
29007861,Sí
29007871,Sí
29019976,No
29015648,No
29012349,No
29020191,No
29017487,No
29014826,No
29602062,No
29007718,No
29602268,No
29007706,No
29007809,No
29007755,No
29602074,No
29700539,No
29000220,No
29700667,No
29700230,No
29007962,No
29007998,No
29700035,No
29500575,No
29017335,No
29602581,No
29602190,Sí
29017992,No
29019472,No
29020048,No
29003464,No
29019198,No
29000232,No
29018224,No
29019307,No
29019368,No
29019046,No
29601616,No
29019605,No
29019988,No
29019344,No
29019575,No
29010195,No
29602256,No
29007901,No
29009533,No
29006908,No
29017517,No
29015855,No
29700771,No
29017013,No
29011540,No
29010444,No
29500058,No
29602451,No
29016483,No
29010614,No
29016392,No
29008048,No
29500851,No
29008139,No
29015703,No
29701143,No
29500848,No
29008164,No
29008152,No
29701337,No
29500691,No
29008188,No
29602475,Sí
29009417,No
29016963,No
29017839,No
29018601,No
29019113,No
29018108,No
29016604,No
29019204,No
29013986,No
29018479,No
29009570,No
29008474,No
29008462,No
29009387,No
29700540,No
29015715,No
29008012,No
29011552,No
29700345,No
29019162,No
29500514,No
29000256,No
29006544,Sí
29006404,Sí
29006398,Sí
29601604,No
29020632,No
29009867,No
29019733,No
29015600,No
29020334,No
29017931,No
29020218,No
29010468,No
29020012,No
29019083,No
29016641,No
29017104,No
29017921,No
29018200,No
29017281,No
29015740,No
29006374,No
29006349,No
29601707,No
29006428,No
29006386,No
29602608,No
29008243,No
29601896,No
29015867,No
29001856,No
29008061,No
29700916,No
29006568,No
29701349,No
29500061,No
29006611,No
29008221,No
29010778,No
29015880,No
29701155,No
29009958,No
29018480,No
29008231,No
29008309,No
29602463,No
29008310,No
29016306,No
29008504,No
29007081,Sí
29019630,No
29500642,No
29008322,No
29015961,No
29500095,No
29008607,Sí
29020061,No
29018777,No
29016008,No
29011679,No
29016665,No
29011850,No
29003051,No
29019393,No
29015521,No
29019095,No
29010316,No
29008589,No
29009600,No
29008590,No
29601902,No
29011941,No
29011655,No
29016240,No
29008577,No
29601987,No
29015879,No
29016938,No
29000177,No
29700679,No
29700424,No
29008681,No
29008671,No
29701295,No
29500903,No
29008841,No
29016495,No
29017475,No
29701167,No
29500782,No
29001303,No
29001297,No
29015727,No
29701179,No
29500915,No
29008942,No
29016501,No
29500812,No
29008887,No
29016628,No
29002241,No
29701180,No
29500824,No
29008905,No
29017244,No
29015181,No
29018078,No
29701192,No
29500204,No
29602037,No
29500654,No
29008991,No
29015958,No
29700931,No
29015909,No
41501111,No
41000016,No
41016802,No
41008647,No
41500803,No
41000028,No
41017375,No
41008891,No
41000031,No
41021411,No
41500256,No
41500232,No
41007497,No
41020741,No
41602594,No
41000201,Sí
41000302,Sí
41000211,Sí
41023788,No
41021512,No
41019360,No
41021287,No
41021469,No
41019347,No
41020091,No
41017818,No
41019566,No
41019669,No
41021081,No
41020805,No
41017648,No
41022012,No
41020350,No
41017569,No
41000296,No
41000181,No
41000156,No
41018860,No
41602119,No
41000065,No
41000077,No
41009470,No
41000107,No
41000119,No
41017132,No
41000120,No
41017144,No
41000132,No
41602260,No
41011403,No
41000168,No
41000171,No
41601841,No
41700804,No
41702205,No
41016425,No
41021160,No
41022061,No
41015834,No
41016413,No
41700932,No
41700105,No
41000284,No
41000272,No
41701547,No
41021627,No
41011014,No
41500921,No
41016206,No
41017971,No
41000338,No
41009913,No
41016322,No
41011002,No
41500888,No
41000405,No
41021743,No
41701808,No
41500335,No
41000466,No
41017399,No
41000478,No
41019049,No
41501170,No
41019271,No
41008908,No
41000481,No
41008611,No
41017685,No
41500347,No
41023697,No
41000521,No
41009925,No
41000570,No
41000511,No
41018689,No
41016437,No
41000429,No
41000557,No
41701559,No
41000569,No
41500220,No
41000600,No
41017260,No
41021585,No
41014684,No
41701641,No
41500104,No
41601413,No
41000612,No
41602582,No
41020246,No
41016255,No
41702175,No
41501108,No
41000624,No
41016826,No
41701316,No
41501194,No
41023341,No
41000648,No
41011440,No
41016930,No
41701201,No
41012584,No
41018513,No
41022589,No
41023363,No
41002712,No
41018288,No
41017557,No
41018461,No
41006791,No
41015421,No
41021433,No
41011452,No
41000651,No
41021597,No
41701730,No
41021147,No
41500190,No
41023259,No
41020167,No
41701304,No
41022772,No
41021834,No
41022851,No
41018409,No
41018941,No
41023557,No
41020088,No
41006651,No
41022310,No
41012523,No
41007163,No
41015160,No
41015551,No
41011385,No
41005282,No
41008283,No
41008911,No
41000661,No
41015263,No
41015743,No
41011464,No
41701821,No
41500955,No
41000685,Sí
41019955,No
41018562,No
41007576,No
41008489,No
41602508,No
41000673,No
41018082,No
41700853,No
41500931,No
41017880,No
41018550,No
41016000,No
41000703,No
41016747,No
41700971,No
41500049,No
41000831,Sí
41015469,No
41016334,No
41020404,No
41018690,No
41015081,No
41018446,No
41020623,No
41019001,No
41019931,No
41018124,No
41019219,No
41009937,No
41010061,No
41000776,No
41601668,No
41000788,No
41000818,No
41000764,No
41000806,No
41016449,No
41020258,No
41009573,No
41000880,No
41500967,No
41013217,No
41017521,No
41017791,No
41012390,No
41017764,No
41008261,No
41000961,No
41000922,No
41701158,No
41002529,No
41016115,No
41702141,No
41500268,No
41010538,No
41001045,Sí
41001057,Sí
41018732,No
41018835,No
41020696,No
41008635,No
41020039,No
41021962,No
41022826,No
41022863,No
41000995,No
41010344,No
41001112,No
41001021,No
41000983,No
41016899,No
41010356,No
41021998,No
41009585,No
41001094,No
41702266,No
41017636,No
41001148,No
41016346,No
41702163,No
41501121,No
41001151,No
41016796,No
41701501,No
41500839,No
41001161,No
41021500,No
41701833,No
41023314,No
41016280,No
41018057,No
41023326,No
41500050,No
41001197,Sí
41018586,No
41017983,No
41018859,No
41017909,No
41019876,No
41019918,No
41018707,No
41020787,No
41601425,No
41009160,No
41001185,No
41601437,No
41021573,No
41011026,No
41701328,No
41001203,No
41020829,No
41017405,No
41500773,No
41001240,Sí
41021299,No
41001239,No
41700488,No
41016279,No
41700865,No
41001793,No
41500797,No
41001355,Sí
41000697,No
41017211,No
41015287,No
41702072,No
41010563,No
41016814,No
41500128,No
41001422,Sí
41019578,No
41020374,No
41015949,No
41017600,No
41020003,No
41017806,No
41022619,No
41021184,No
41021536,No
41011488,No
41001392,No
41001409,No
41001379,No
41008933,No
41001495,No
41700786,No
41016450,No
41001471,No
41001461,No
41701596,No
41500311,No
41001525,No
41017235,No
41020490,No
41021032,No
41021561,No
41022449,No
41501081,No
41501078,No
41021792,No
41001771,No
41010514,Sí
41001689,Sí
41001732,No
41021895,No
41023031,No
41022371,No
41602120,Sí
41023107,No
41602478,Sí
41602168,Sí
41001631,Sí
41602442,Sí
41001641,Sí
41005828,Sí
41001690,Sí
41021019,No
41018631,No
41016887,No
41020040,No
41017053,No
41021226,No
41020179,No
41019980,No
41022991,No
41017107,No
41022590,No
41020660,No
41007515,No
41004711,No
41007643,No
41019761,No
41020453,No
41018744,No
41019487,No
41018033,No
41602624,No
41022802,No
41016875,No
41018999,No
41022656,No
41019943,No
41018136,No
41015524,No
41022139,No
41021238,No
41015639,No
41020571,No
41019633,No
41019645,No
41022620,No
41020763,No
41017201,No
41012501,No
41023272,No
41023511,No
41001665,No
41019682,No
41019451,No
41022577,No
41023491,No
41001719,No
41009561,No
41009482,No
41602077,No
41001562,No
41010393,No
41602089,No
41000636,No
41009172,No
41001768,No
41602636,No
41016191,No
41010371,No
41008945,No
41010381,No
41009652,No
41010629,No
41002025,No
41008957,No
41008969,No
41010162,No
41001586,No
41023211,No
41008313,No
41602296,No
41602612,No
41010150,No
41001604,No
41001550,No
41001628,No
41001574,No
41017651,No
41700610,No
41000363,No
41020891,No
41020118,No
41016462,No
41016474,No
41020106,No
41016012,No
41702011,No
41702023,No
41011491,No
41011038,No
41700181,No
41701869,No
41701857,No
41001513,No
41701754,No
41701811,No
41700361,No
41001707,No
41700877,No
41500611,No
41022784,No
41001902,Sí
41001884,Sí
41001896,Sí
41001914,Sí
41008271,No
41020489,No
41019736,No
41021706,No
41020180,No
41020210,No
41022759,No
41001811,No
41009251,No
41001801,No
41001835,No
41001847,No
41602375,No
41001859,No
41700634,No
41017429,No
41016486,No
41010976,No
41001941,No
41000594,No
41001938,No
41501248,No
41001227,No
41019591,No
41501017,No
41001537,No
41017715,No
41701845,No
41501042,No
41022942,No
41601942,No
41010137,No
41002281,No
41019050,No
41702059,No
41002086,No
41002554,No
41701936,No
41500785,No
41003273,No
41016838,No
41701948,No
41002499,No
41017478,No
41500827,No
41003613,No
41017302,No
41003790,No
41017314,No
41022243,No
41501133,No
41003820,No
41017326,No
41701985,No
41500748,No
41004022,No
41017341,No
41701079,No
41003212,No
41000399,No
41500281,No
41020659,No
41021007,No
41019189,No
41020593,No
41000958,No
41602387,No
41008091,No
41008106,No
41008131,No
41602247,No
41017910,No
41700555,No
41702138,No
41018604,No
41018598,No
41013114,No
41010071,No
41023478,No
41023715,No
41021548,No
41015937,No
41023156,No
41017934,No
41015822,No
41017120,No
41017879,No
41011671,No
41008325,No
41001951,No
41004125,No
41019244,No
41008398,No
41000375,No
41500669,No
41001963,No
41001987,No
41016309,No
41016701,No
41016371,No
41702187,No
41015299,No
41008970,No
41002013,No
41500645,No
41002037,No
41002049,No
41017430,No
41701250,No
41500131,No
41020337,No
41017363,No
41023405,No
41005658,No
41014271,No
41010204,No
41002098,No
41016164,No
41701870,No
41018185,No
41002116,No
41017442,No
41000533,No
41701021,No
41500670,No
41023545,No
41002141,No
41017454,No
41701602,No
41501169,No
41602405,Sí
41018422,No
41022206,No
41020519,No
41016048,No
41020866,No
41002153,No
41011683,No
41010411,No
41602569,No
41010401,No
41016841,No
41000582,No
41701286,No
41500271,No
41001136,No
41501200,No
41002177,No
41016784,No
41701584,No
41007722,No
41500013,No
41020477,No
41002220,No
41017156,No
41016772,No
41000892,No
41701262,No
41500700,No
41002256,No
41008775,No
41016152,No
41702217,No
41701031,No
41006432,No
41002268,No
41017466,No
41500153,No
41003595,No
41003583,No
41003480,No
41018720,No
41701134,No
41602211,No
41500025,No
41018677,No
41021020,No
41022127,No
41022164,No
41019694,No
41022103,No
41601802,No
41000417,No
41000430,No
41006493,No
41016991,No
41021494,No
41702311,No
41700968,No
41500852,No
41000910,No
41016188,No
41020532,No
41018173,No
41000053,No
41501091,No
41002271,No
41017491,No
41701882,No
41500633,No
41002530,No
41002517,No
41016759,No
41016176,No
41702114,No
41500736,No
41003443,Sí
41022048,No
41021202,No
41010216,No
41003406,No
41003418,No
41023648,No
41016541,No
41700907,No
41701365,No
41500864,No
41003467,No
41016231,No
41701973,No
41500141,No
41019785,No
41020842,No
41019992,No
41017867,No
41003534,No
41602156,No
41003522,No
41016735,No
41700348,No
41019323,No
41019190,No
41018392,No
41022978,No
41003637,No
41017171,No
41008349,No
41016243,No
41701377,No
41500694,No
41602533,No
41003789,No
41701389,No
41501054,No
41021263,No
41020726,No
41022814,No
41008295,No
41010332,No
41009551,No
41000739,No
41015913,No
41702254,No
41700889,No
41500815,No
41002980,No
41017284,No
41002232,No
41021482,No
41501030,No
41021731,No
41021329,No
41021457,No
41020714,No
41017259,No
41021779,No
41009536,No
41002293,No
41601954,No
41008490,No
41002311,No
41002323,No
41601966,No
41002301,No
41016383,No
41018665,No
41000351,No
41700944,No
41009822,No
41702278,No
41002359,No
41002372,No
41018069,No
41500840,No
41002463,Sí
41002438,Sí
41021068,No
41018203,No
41011130,No
41017624,No
41002384,No
41002487,No
41002402,No
41002414,No
41002426,No
41016395,No
41702229,No
41701894,No
41002451,No
41002441,No
41500751,No
41001549,No
41017417,No
41700750,No
41501029,No
41002761,No
41019153,No
41701912,No
41501066,No
41003145,Sí
41015411,No
41022632,No
41022905,No
41023508,No
41022565,No
41020143,No
41023041,No
41022930,No
41003111,No
41011701,No
41000740,No
41010174,No
41003121,No
41003133,No
41003170,No
41009974,No
41000791,No
41009214,No
41018653,No
41016310,No
41702199,No
41003182,No
41003200,No
41008994,No
41702151,No
41016097,No
41015381,No
41007621,No
41500293,No
41021381,No
41020271,No
41022358,No
41021718,No
41022681,No
41018318,No
41019657,No
41022176,No
41602326,No
41601851,No
41009962,No
41017168,No
41008982,No
41602511,No
41002578,No
41021305,No
41017481,No
41009469,No
41701341,No
41022152,No
41500189,No
41002611,Sí
41009846,No
41602600,Sí
41022899,No
41014258,No
41602171,Sí
41602697,No
41002621,Sí
41022437,No
41021317,No
41023375,No
41020970,No
41019815,No
41016036,No
41017821,No
41015652,No
41004666,No
41015603,No
41021366,No
41008696,No
41018483,No
41003169,No
41015561,No
41016589,No
41019608,No
41018148,No
41015809,No
41019773,No
41010198,No
41008337,No
41009494,No
41601401,No
41000727,No
41018151,No
41011786,No
41002608,No
41700521,No
41022413,No
41021421,No
41020441,No
41015329,No
41700351,No
41701626,No
41011713,No
41700099,No
41500360,No
41002670,Sí
41020799,No
41010988,No
41021470,No
41002633,No
41002700,No
41002657,No
41002669,No
41021524,No
41016401,No
41016498,No
41006389,No
41002694,No
41008507,No
41003091,No
41501145,No
41017272,No
41701900,No
41009597,No
41021664,No
41500761,No
41002751,No
41016103,No
41002748,No
41501005,No
41002797,Sí
41018471,No
41002803,No
41601681,No
41016504,No
41004708,No
41701043,No
41500301,No
41015846,No
41023132,No
41002921,Sí
41002906,Sí
41019554,No
41022474,No
41020994,No
41023430,No
41021101,No
41021330,No
41009299,No
41002840,No
41002852,No
41002839,No
41002876,No
41002888,No
41002864,No
41010630,No
41016528,No
41016516,No
41710019,No
41002955,No
41701055,No
41701924,No
41500086,No
41017703,No
41018495,No
41009664,No
41002992,No
41016851,No
41020611,No
41018781,No
41701161,No
41022723,No
41500724,No
41500712,No
41003030,Sí
41003042,Sí
41010642,No
41023399,No
41018112,No
41010423,No
41003017,No
41700592,No
41018951,No
41016711,No
41004381,No
41021721,No
41003066,No
41009123,No
41018291,No
41015779,No
41021676,No
41015470,No
41017752,No
41021810,No
41021214,No
41018896,No
41010502,No
41003236,No
41015925,No
41017673,No
41500359,No
41003251,No
41016929,No
41701560,No
41500682,No
41010186,No
41003261,No
41017016,No
41701729,No
41500876,No
41003285,No
41016531,No
41701951,No
41500219,No
41012535,No
41021275,No
41015615,No
41017223,No
41018355,No
41005877,No
41017995,No
41003352,No
41003315,No
41010435,No
41017296,No
41020933,No
41701298,No
41701651,No
41000508,No
41501157,No
41003391,No
41017511,No
41701961,No
41601450,No
41500074,No
41010794,No
41003832,No
41016267,No
41701742,No
41000387,No
41022188,No
41500918,No
41023791,No
41020672,No
41003728,Sí
41015962,No
41008660,No
41018537,No
41013412,No
41016051,No
41019165,No
41016954,No
41011993,No
41003704,No
41003731,No
41003698,No
41001501,No
41009500,No
41700609,No
41015901,No
41017090,No
41701766,No
41003741,No
41003765,No
41500165,No
41003881,Sí
41022747,No
41018963,No
41019979,No
41020209,No
41018379,No
41003844,No
41008234,No
41003871,No
41009512,No
41020775,No
41022073,No
41016723,No
41009019,No
41700828,No
41701390,No
41501212,No
41601863,No
41008601,No
41500116,No
41003911,Sí
41004484,No
41003923,Sí
41019177,No
41019888,No
41003901,No
41601449,No
41017338,No
41017119,No
41000326,No
41701778,No
41500037,No
41018628,No
41004010,No
41012043,No
41016358,No
41701419,No
41007990,No
41011749,No
41021883,No
41021652,No
41023651,No
41021986,No
41005464,No
41023612,No
41023065,No
41019402,No
41022024,No
41007114,No
41005270,No
41004113,No
41501236,No
41500554,No
41500499,No
41501224,No
41500542,No
41007503,No
41500426,No
41500530,No
41500578,No
41500463,No
41500505,No
41500396,No
41500566,No
41500487,No
41500475,No
41500402,No
41500384,No
41500581,No
41500414,No
41500438,No
41500529,No
41500372,No
41500451,No
41500441,No
41006973,No
41006468,Sí
41022954,No
41007060,Sí
41700336,No
41023119,No
41006390,Sí
41017004,No
41004952,Sí
41011312,No
41602144,Sí
41601589,Sí
41007394,Sí
41004964,Sí
41005695,Sí
41005920,Sí
41005014,Sí
41701471,No
41001124,No
41023740,No
41000341,No
41022668,No
41023028,No
41023193,No
41022361,No
41023338,No
41011154,No
41701493,No
41018161,No
41023727,No
41018434,No
41701523,No
41022401,No
41023053,No
41023739,No
41018811,No
41021445,No
41701481,No
41023752,No
41023533,No
41023181,No
41005622,Sí
41005415,Sí
41023120,No
41008738,Sí
41702357,No
41005336,Sí
41023077,No
41005300,Sí
41005919,Sí
41006535,Sí
41005075,Sí
41006067,Sí
41007023,Sí
41022981,No
41023090,No
41006021,Sí
41702291,No
41023582,No
41023089,No
41023302,No
41702345,No
41000934,No
41005221,Sí
41004575,Sí
41010526,No
41021391,No
41602685,Sí
41006559,Sí
41005038,Sí
41602466,Sí
41010289,Sí
41602648,No
41008143,No
41004991,Sí
41005041,Sí
41007138,Sí
41009147,Sí
41700683,Sí
41022796,No
41022760,No
41005725,Sí
41010681,No
41004988,Sí
41006109,Sí
41005634,Sí
41005798,Sí
41009524,Sí
41005427,Sí
41008684,Sí
41006316,Sí
41005439,Sí
41005713,Sí
41007072,Sí
41006331,Sí
41006341,Sí
41005002,Sí
41006134,Sí
41005129,Sí
41006560,Sí
41006146,Sí
41005440,Sí
41005208,Sí
41006456,Sí
41005831,Sí
41005956,Sí
41005142,Sí
41005476,Sí
41006161,Sí
41005269,Sí
41005385,Sí
41007382,Sí
41005567,Sí
41006754,Sí
41006195,Sí
41005646,Sí
41005580,Sí
41005181,Sí
41006213,Sí
41008453,Sí
41006511,Sí
41005403,No
41019852,No
41006481,Sí
41010009,Sí
41004071,No
41005889,No
41006572,Sí
41023296,No
41000946,Sí
41009691,Sí
41006471,Sí
41006444,Sí
41005737,Sí
41007175,Sí
41010058,Sí
41022425,No
41023594,No
41022279,No
41018380,No
41022841,No
41009950,No
41004940,No
41022322,No
41011348,No
41020428,No
41015950,No
41008386,No
41008787,No
41015585,No
41023521,No
41015226,No
41010991,No
41015482,No
41015159,No
41017545,No
41018008,No
41022528,No
41008921,No
41021901,No
41020015,No
41022346,No
41008246,No
41023247,No
41019751,No
41022140,No
41014246,No
41015718,No
41019372,No
41001288,No
41021093,No
41015494,No
41020556,No
41022693,No
41017582,No
41019086,No
41015512,No
41022917,No
41022097,No
41022462,No
41020261,No
41021342,No
41018197,No
41018343,No
41022701,No
41016966,No
41022231,No
41018793,No
41020601,No
41020052,No
41020702,No
41020957,No
41008210,No
41017594,No
41017612,No
41022000,No
41602570,No
41022671,No
41018227,No
41018011,No
41019700,No
41021949,No
41022838,No
41008431,No
41015871,No
41022383,No
41015706,No
41023673,No
41020830,No
41012481,No
41017961,No
41022255,No
41018768,No
41019712,No
41015007,No
41004678,No
41015573,No
41017922,No
41019967,No
41023429,No
41004681,No
41015691,No
41015020,No
41022531,No
41007941,No
41021603,No
41007485,No
41020155,No
41015457,No
41015445,No
41023168,No
41020398,No
41019116,No
41019384,No
41020465,No
41023144,No
41019062,No
41022334,No
41021846,No
41020647,No
41018574,No
41015858,No
41019438,No
41020386,No
41019414,No
41021378,No
41008416,No
41011324,No
41021974,No
41022498,No
41017697,No
41015627,No
41018306,No
41017661,No
41022450,No
41010083,No
41018045,No
41013424,No
41019441,No
41020544,No
41018215,No
41007928,No
41017958,No
41015202,No
41015986,No
41021044,No
41021780,No
41023661,No
41019475,No
41019906,No
41015861,No
41022607,No
41011063,No
41020568,No
41023570,No
41022486,No
41018719,No
41023201,No
41023223,No
41022711,No
41015433,No
41016024,No
41015974,No
41021767,No
41008763,No
41021135,No
41022221,No
41023417,No
41021861,No
41022541,No
41020192,No
41019207,No
41021925,No
41017946,No
41020301,No
41020982,No
41008167,No
41019098,No
41021691,No
41016361,No
41019013,No
41018367,No
41012572,No
41021615,No
41023351,No
41022051,No
41021755,No
41020911,No
41019891,No
41021111,No
41019748,No
41023260,No
41022036,No
41022516,No
41020878,No
41017892,No
41018975,No
41018070,No
41020635,No
41018771,No
41021241,No
41020854,No
41020908,No
41018756,No
41023284,No
41017740,No
41015500,No
41023004,No
41021551,No
41020507,No
41015792,No
41011351,No
41020121,No
41022553,No
41019621,No
41020349,No
41022735,No
41017065,No
41018331,No
41019517,No
41022085,No
41018823,No
41019797,No
41022191,No
41018525,No
41018641,No
41017077,No
41019505,No
41023600,No
41015597,No
41008404,No
41020945,No
41016905,No
41023776,No
41015676,No
41017843,No
41022309,No
41019335,No
41008659,No
41006420,No
41700841,No
41004836,No
41007308,No
41601701,No
41004290,No
41004344,No
41004186,No
41008571,No
41601723,No
41004538,No
41004903,No
41010599,No
41602651,No
41009411,No
41009238,No
41004514,No
41004733,No
41004332,No
41007527,No
41004526,No
41004745,No
41004356,No
41010964,No
41007281,No
41602399,No
41004371,No
41007254,No
41004393,No
41004873,No
41009329,No
41004848,No
41602004,No
41012055,No
41004851,No
41601838,No
41602430,No
41004401,No
41015275,No
41004368,No
41004587,No
41004265,No
41004046,No
41010149,No
41602028,No
41007311,No
41601565,No
41004599,No
41008751,No
41009330,No
41009020,No
41004058,No
41008350,No
41008362,No
41007229,No
41004435,No
41008581,No
41602429,No
41010666,No
41012079,No
41007540,No
41009093,No
41004447,No
41601711,No
41010678,No
41601553,No
41004605,No
41004617,No
41601991,No
41007291,No
41010654,No
41004897,No
41004541,No
41009548,No
41009408,No
41004769,No
41004231,No
41004289,No
41004307,No
41009688,No
41004939,No
41004782,No
41004794,No
41602259,No
41004198,No
41008374,No
41006845,No
41007539,No
41008866,No
41009391,No
41004320,No
41007552,No
41004563,No
41004460,No
41004915,No
41018239,No
41700294,No
41700282,No
41700270,No
41701249,No
41702230,No
41700269,No
41010125,No
41022292,No
41001082,No
41007266,No
41016671,No
41016218,No
41016632,No
41016221,No
41009366,No
41008881,No
41016693,No
41009184,No
41016577,No
41009317,No
41016656,No
41016553,No
41016644,No
41016607,No
41008878,No
41016620,No
41016590,No
41016565,No
41009378,No
41016619,No
41016668,No
41008258,No
41700233,No
41009858,No
41009068,No
41009071,No
41700427,No
41009871,No
41008519,No
41007230,No
41014003,No
41700415,No
41003376,No
41011041,No
41701687,No
41006924,No
41006912,No
41009135,No
41701420,No
41700403,No
41701675,No
41010541,No
41700014,No
41702096,No
41700117,No
41006951,No
41700038,No
41010824,No
41702047,No
41006948,No
41011117,No
41000089,No
41006936,No
41010769,No
41011129,No
41007451,No
41009056,No
41006997,No
41700178,No
41009044,No
41701109,No
41015755,No
41006894,No
41010757,No
41008532,No
41700373,No
41701444,No
41009883,No
41700041,No
41700385,No
41006900,No
41007357,No
41702084,No
41500906,No
41008428,No
41017028,No
41007655,No
41700919,No
41500177,No
41602107,Sí
41020325,No
41021822,No
41018264,No
41017855,No
41021871,No
41016085,No
41021639,No
41015214,No
41015767,No
41019670,No
41017788,No
41015664,No
41008830,No
41007679,No
41012316,No
41006407,No
41602235,No
41019839,No
41015895,No
41012225,No
41701183,No
41002244,No
41017089,No
41500098,No
41011294,Sí
41007692,No
41020817,No
41019803,No
41011397,No
41017193,No
41007680,No
41012341,No
41016978,No
41701663,No
41021172,No
41500979,No
41007825,Sí
41021858,No
41023624,No
41007837,Sí
41007874,Sí
41007862,Sí
41008441,Sí
41023569,No
41018616,No
41023764,No
41019104,No
41022644,No
41019359,No
41022395,No
41018987,No
41021688,No
41023703,No
41023235,No
41023454,No
41022929,No
41007783,No
41008741,No
41007761,No
41007734,No
41601747,No
41007771,No
41010265,No
41601981,No
41007795,No
41007746,No
41700622,No
41021354,No
41016681,No
41602491,No
41017508,No
41701997,No
41700154,No
41007898,No
41007904,No
41500062,No
41015998,No
41019141,No
41010460,No
41021913,No
41701614,No
41500207,No
41007953,No
41017351,No
41000545,No
41701456,No
41500323,No
41008076,No
41019037,No
41501182,No
41020362,No
41014994,No
41015731,No
41017570,No
41007989,No
41000909,No
41701638,No
41602338,No
41500891,No
41008039,No
41017739,No
41702001,No
41500943,No
41022875,No
41022887,No
41018100,No
41018021,No
41012365,No
41008088,No
41700920,No
22000056,No
22010785,No
22005340,No
22011091,No
22000071,No
22010724,No
22010451,No
22010918,No
22005406,No
22005674,No
22010062,No
22010517,No
22000251,No
22010748,No
22006113,No
22010682,No
22000299,No
22010360,No
22006083,No
22010751,No
22010384,No
22005819,No
22010116,No
22010347,No
22010992,No
22010293,No
22000585,No
22000706,No
22010566,No
22010256,No
22000779,Sí
22000767,Sí
22011224,No
22011133,No
22005960,No
22000721,No
22000731,No
22004906,No
22010487,No
22011170,No
22010037,No
22010131,No
22000809,No
22004611,No
22005832,No
22010426,No
22010980,No
22010359,No
22010165,No
22006137,Sí
22005881,No
22010311,No
22010979,No
22010591,No
22003586,No
22010529,No
22005731,No
22010268,No
22006125,No
22005741,No
22010301,No
22001085,Sí
22010967,No
22001073,No
22010232,No
22005364,No
22010852,No
22005388,No
22001191,No
22005558,No
22010955,No
22001243,No
22010827,No
22005054,No
22001358,No
22011054,No
22010098,No
22001437,No
22010581,No
22005704,No
22010177,No
22006095,No
22011030,No
22001656,No
22005728,No
22010815,No
22005820,No
22010104,No
22011017,No
22010736,No
22005716,No
22010554,No
22011042,No
22010864,No
22006061,No
22001899,Sí
22006034,No
22010876,No
22001875,No
22001887,No
22010906,No
22010402,No
22005911,No
22010025,No
22004888,No
22001917,No
22010621,No
22002119,No
22010669,No
22006101,No
22005509,No
22002156,No
22010281,No
22011111,No
22002168,No
22010438,No
22010372,No
22010840,No
22010888,No
22010921,No
22010001,Sí
22010441,No
22010074,No
22010396,No
22010050,No
22010189,No
22010219,No
22002405,No
22010220,No
22002430,Sí
22002478,Sí
22002417,Sí
22002466,Sí
22011081,No
22010153,No
22011248,Sí
22011261,No
22004955,No
22002491,No
22010712,No
22005121,No
22002569,No
22004633,No
22002302,No
22005200,No
22002338,No
22010323,No
22002351,No
22002341,No
22005133,No
22005145,No
22010463,No
22011182,No
22011108,No
22005212,No
22010086,No
22004773,No
22002511,No
22002508,No
22002521,No
22011145,No
22011078,No
22011029,No
22002703,Sí
22011236,No
22005492,No
22004839,No
22002673,No
22002740,No
22010207,No
22005224,No
22010049,No
22002727,No
22005765,No
22011200,No
22005868,No
22010633,No
22002843,No
22010657,No
22003100,No
22010542,No
22011005,No
22005157,No
22003276,Sí
22003252,Sí
22003239,Sí
22005480,No
22004840,No
22003215,No
22010839,No
22005376,No
22010694,No
22011194,No
22005595,No
22003288,No
22010475,No
22003343,No
22010414,No
22010335,No
22005431,No
22005686,No
22010761,No
22005698,No
22010499,No
22010505,No
22005856,No
22010611,No
22003860,Sí
22005561,No
22003835,No
22003847,No
22005443,No
22010128,No
22005662,No
22004891,No
22003902,No
22004943,Sí
22010013,No
22005789,No
22005583,No
22004104,No
22010670,No
22005030,No
22004189,No
22010797,No
22003926,No
22011066,No
22005479,No
22004271,No
22010190,No
22005391,No
22005844,No
22010645,No
22010773,No
22002016,No
22010244,No
22005807,No
22010700,No
22010271,No
22004566,No
22010608,No
22004578,No
22004608,No
44010562,No
44000121,No
44010331,No
44004793,No
44010343,No
44005207,No
44010859,No
44010161,No
44010082,No
44000271,Sí
